"RespondentID","StartDate","EndDate","Consent","Position1","Position2","College","College2","PPT_TF","LMS_TF","Study_Guides_TF","Social_Media_TF","ETextbooks_TF","IC_Discussion_TF","Student_Participation_TF","MC_Exams_TF","Group_Projects_TF","Homework_TF","Papers_TF","Small_Discussion_TF","Other_Readings_TF","Clickers_TF","Essay_Exam_TF","Textbook_TF","Ind_Projects_TF","Demos_TF","Chlk_Wht_Brd_TF","Other2","All_Other_Pedagogies_TF","Rank1","Rank2","Rank3","Office_Hrs_TF","Interact_In_Class_TF","Outside_Office_Hrs_TF","Know_Names_TF","None","Interact_Other_2","Interact_Other_TF","Email_Time","Post_Grades_Time","Assignment_Return_Time","Meet_Time","Phone_Time","What_do_you_feel_is_are_misconceptions_students_have_about_the_course_Open_Ended_Response","If_there_are_any_other_questions_you_wish_were_included_in_this_survey_please_describe_Open_Ended_Response"
"1772316530","03/26/2012 15:34:16","03/26/2012 15:42:31","YES","Non-tenured full-time teaching Faculty","","School of Public Health","Other","true","true","false","false","true","true","true","true","true","false","true","true","true","false","false","true","true","true","true","","false","In-class discussions","Readings other than textbook","Individual projects","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within a week","Within 2 days","Within 2 days","One section will be 'easier' than another - not true. Students can procrastinate on the big paper - not true!","Do you use any library services for the class? YES! Do you use any specific technology tools other than ELMS? YES!"
"1772027905","03/26/2012 12:46:19","03/26/2012 12:48:43","YES","Other (please specify)","Instructor","School of Public Health","Other","true","true","false","false","false","true","true","true","true","true","false","false","true","false","false","false","false","false","false","","false","Student participation","Learning Management System (Blackboard/ELMS/Moodle)","Multiple Choice Exams","false","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within a week","Never","",""
"1772010728","03/26/2012 12:32:13","03/26/2012 12:39:14","YES","Non-tenured full-time teaching Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","true","true","true","true","true","true","true","true","false","true","true","true","true","false","Demonstrations would refer to the lab component of some courses","true","Power Point slides","Group Projects","Individual projects","false","true","true","true","","","false","Within 24 hours","Within 24 hours","Within a week","Within 24 hours","Never","That knowledge is all self-contained within and partitioned to single courses (that is, that they aren't expected to draw upon previous outside knowledge in order to really grasp the concepts).    Major misconception: that not attending classes is a reasonable thing to do!","No category for non-social, non-Learning Management web-based activities/interactions.    No category for lecture. While not every faculty member is effective as a lecturer, a good lecture is still the quintessential mode of transmitting knowledge (consider the popularity and effectiveness of the TED videos, for instance.)"
"1771637051","03/26/2012 02:02:09","03/26/2012 02:07:21","YES","Tenure Track Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","true","true","true","false","true","false","false","false","false","false","true","false","false","true","","false","Student participation","In-class discussions","Homework","true","true","false","false","","","false","Within 2 days","Within a week","Within a week","Within a week","Within 2 days","","I teach multiple courses that are taken by a range of students, from 100 to 600 level.  It wasn't clear whether your questions referred to all the courses at once, or whether you wanted me to answer about a specific course."
"1771592860","03/26/2012 00:51:11","03/26/2012 00:55:34","YES","Non-tenured full-time teaching Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","true","true","true","true","false","false","false","false","true","false","true","true","false","false","false","","false","Student participation","Power Point slides","In-class discussions","true","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Immediately","About the course as it is set up or topic of the course?     Big misconceptions about evolution and how it fits into the framework of biology.     They come into the course thinking that the type of studying and learning they did in high school will work for them in the same way.  It will not and they are dismayed to find this out.  If they cannot make adjustments, they are in trouble.",""
"1771579543","03/26/2012 00:28:24","03/26/2012 00:41:30","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","false","false","false","true","false","false","false","false","false","true","true","true","true","false","","false","Student participation","Textbooks","Individual projects","true","true","true","false","","","false","Within 24 hours","Within 2 days","Within a week","Within 2 days","Never","A few students are abusing the excuse absence policy and they think that this is okay.","Why do we not have better training for professors and graduate students about the processes that accompany teaching (submitting rosters, grades, using elms) and in particular why is there no system for alerting new/first time teachers about the necessary resources for teachers [how to get access to elms (I was not given access to elms as a teacher until weeks after the semester started) and UMEG]?"
"1771511816","03/25/2012 22:29:54","03/25/2012 22:36:33","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","true","false","false","false","false","true","false","false","false","true","false","true","false","false","true","","false","Textbooks","Homework","Clickers","true","true","true","false","","","false","Immediately","Immediately","Immediately","Immediately","Immediately","They are responsible only for the material discussed in class.",""
"1771259213","03/25/2012 15:03:08","03/25/2012 15:06:55","YES","Tenure Track Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","false","true","true","true","true","true","false","false","false","true","true","true","false","true","","false","Individual projects","Student participation","Homework","true","true","true","true","","","false","Within 2 days","Within a week","Within a week","Within 2 days","Within 24 hours","",""
"1771213944","03/25/2012 13:08:20","03/25/2012 13:23:57","YES","Tenure Track Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","false","false","true","true","true","false","false","false","false","false","true","false","false","false","","false","Group Projects","Essay-based Exams","In-class discussions","true","true","false","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Never","Student at often unprepared to work on their own. They must think about the subject, not just memorize a bunch of facts and spit them back to me!",""
"1771195041","03/25/2012 12:20:51","03/25/2012 12:24:38","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","","false","Power Point slides","Homework","Textbooks","true","false","false","false","","","false","Within 2 days","Within 2 days","Within 2 days","Within 2 days","Never","lectures are not important",""
"1770427649","03/24/2012 02:07:17","03/24/2012 02:10:00","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","true","","false","Homework","Textbooks","Other","true","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within a week","Never","Freshmen cannot tell the difference between high school and college, and accordingly, they seem to have nonrealistic expectations.",""
"1770358555","03/24/2012 00:06:04","03/24/2012 00:08:00","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","true","false","false","true","","false","Homework","Textbooks","Demonstrations","true","true","false","false","","","false","Within 2 days","Within 2 days","Within a week","Within 2 days","Never","",""
"1770249549","03/23/2012 21:47:20","03/23/2012 21:51:04","YES","Tenured Faculty","","School of Public Health","Other","true","true","false","false","false","true","true","false","true","false","true","true","false","false","true","true","true","false","false","","false","In-class discussions","Power Point slides","Group Projects","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 24 hours","Within 24 hours","",""
"1770045933","03/23/2012 19:13:25","03/23/2012 19:15:46","YES","Non-tenured full-time teaching Faculty","","School of Public Health","Other","true","true","false","false","false","true","true","true","true","true","true","true","true","true","false","false","false","false","false","","false","In-class discussions","Individual projects","Readings other than textbook","true","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","That it is easy because it is about physical activity",""
"1769694046","03/23/2012 15:39:11","03/23/2012 15:44:14","YES","Other (please specify)","I am staff, but I TA a summer and winter course.","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","true","true","true","true","true","true","false","true","false","false","false","true","true","false","","false","Power Point slides","Group Projects","Learning Management System (Blackboard/ELMS/Moodle)","false","true","true","true","","","false","Within 24 hours","Within 2 days","Within 2 days","Immediately","Within 24 hours","none",""
"1769615471","03/23/2012 14:53:47","03/23/2012 14:59:16","YES","Tenure Track Faculty","","School of Public Health","Other","true","true","false","false","false","true","true","true","false","false","true","false","true","false","true","false","false","false","false","","false","Papers","Readings other than textbook","Other","true","true","true","false","","","false","Within 2 days","","","Within a week","","These questions are difficult because I teach a number of courses with varying enrollments, and different teaching methodologies.  Since I don't have a sense of what you are asking when you mention course my responses will relate to the large lecture course that I teach.      The biggest misconception that students have is that the course is going to be easy.","I think you need a be aware that professors are teaching multiple courses with different objectives, methodologies, and goals."
"1769572052","03/23/2012 14:27:36","03/23/2012 14:35:33","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","true","false","true","false","false","true","false","true","true","false","false","true","false","false","true","","false","Power Point slides","Learning Management System (Blackboard/ELMS/Moodle)","Textbooks","true","true","true","false","","","false","Within 24 hours","Within 2 days","Within a week","Within 2 days","Within 2 days","That it's just cookbook stuff that they can learn from the textbook the night before.","I'm not sure of the point."
"1769557768","03/23/2012 14:19:05","03/23/2012 14:22:01","YES","Non-tenured full-time teaching Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","false","true","false","false","true","false","false","false","true","false","true","false","false","true","","false","Other","Learning Management System (Blackboard/ELMS/Moodle)","Homework","true","true","true","true","","","false","Within 24 hours","Within 24 hours","Within a week","Within 24 hours","Never","i think the biggest is probably pacing.....they come from high school where they spend 9 months on stuff that i cover in one month (12 classes) so the course goes by really fast and they need to work to keep up",""
"1769206361","03/23/2012 07:33:43","03/23/2012 07:45:34","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","false","false","true","true","true","false","false","true","true","false","true","true","false","true","Laboratory experiences","true","Individual projects","Group Projects","Homework","true","true","true","true","","","false","Within 24 hours","Within 24 hours","Within a week","Within a week","Never","1. The time they need to dedicate to the assignments.  2. Study methods.",""
"1769109092","03/23/2012 04:11:32","03/23/2012 04:14:44","YES","Non-tenured full-time teaching Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","false","true","true","false","true","false","false","false","false","false","true","false","true","true","","false","In-class discussions","Clickers","Other","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within a week","That it will be easy, no matter what components are included.",""
"1768945717","03/23/2012 00:53:07","03/23/2012 01:04:31","YES","Non-tenured full-time teaching Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","true","true","false","false","true","false","false","false","false","false","true","false","true","true","","false","Homework","Demonstrations","Textbooks","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within 2 days","Within a week","Within 24 hours","Most students are afraid of math, but once they get involved in the course, they are usually pleasantly surprised at how well they do. They are also relieved to find that there is plenty of extra help available.",""
"1768702493","03/22/2012 21:22:53","03/22/2012 21:33:12","YES","Tenured Faculty","","School of Public Health","Other","true","true","true","false","false","true","true","true","false","true","true","true","true","false","false","false","true","false","true","Discussion board on elms","true","In-class discussions","Power Point slides","Small discussions groups","true","true","true","true","","","false","Within 24 hours","Within 24 hours","Within a week","Within 2 days","Within 24 hours","Assessments are based on memorization of facts; it's an easy A because it's a family science course; material is accessible on elms so they don't need to attend class.","Where do you think students learn their expectations (syllabus, friends, on line evaluations)  Have student expectations changed over the past five years?  If so, how?  Have your expectations of students changed over the past five years?  If so, how?"
"1768060853","03/22/2012 15:13:21","03/22/2012 15:18:01","YES","Non-tenured full-time teaching Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","true","true","true","true","true","false","true","false","true","false","true","true","true","true","","false","Homework","Group Projects","Learning Management System (Blackboard/ELMS/Moodle)","true","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within 24 hours","Within 24 hours","That being a passive learner (reading the book, looking at the slides, memorizing) is the key to success in this course.",""
"1767869480","03/22/2012 13:17:20","03/22/2012 13:20:55","YES","Tenured Faculty","","School of Public Health","Other","true","true","false","false","false","true","true","true","false","true","true","true","true","false","false","true","true","false","true","","false","Small discussions groups","Individual projects","Readings other than textbook","false","true","true","false","","","false","Within 24 hours","Within 2 days","Within a week","Within 2 days","Within 2 days","I'm not sure. I spend a lot of time at the beginning of my course managing expectations of students so they have a clear sense of rights and responsibilities.",""
"1767754927","03/22/2012 11:41:42","03/22/2012 11:43:32","YES","Other (please specify)","Facutly Research Assistant","College of Agriculture and Natural Resources","Other STEM College","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","NA","true","Learning Management System (Blackboard/ELMS/Moodle)","Study guides","In-class discussions","false","false","false","false","","NA","true","Never","Never","Never","Never","Never","NA","NA"
"1767456264","03/22/2012 03:10:05","03/22/2012 03:14:00","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","true","false","false","true","","false","In-class discussions","Small discussions groups","Other","true","true","true","false","","","false","Within 24 hours","Within 2 days","Within 2 days","Within 24 hours","Within 24 hours","That is is necessary to really own the material that is covered in the course, and remember the major concepts and ideas.",""
"1767312994","03/22/2012 00:35:56","03/22/2012 00:49:07","YES","Other (please specify)","Non-tenured full time research and teaching faculty","School of Public Health","Other","true","true","true","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","","false","Papers","In-class discussions","Student participation","false","false","true","false","","Respond to emails nearly immediately","true","Within 24 hours","Within a week","Within a week","Within 2 days","Never","-That everything they learn should come directly from my mouth.  -That hard work means they deserve an A.","I think it would have been helpful to separate ideas about roles (who is responsible for what), expectations for grades, assessment approaches, teaching approaches, etc., as appropriate for various class sizes, topics, levels, etc."
"1767167581","03/21/2012 22:27:17","03/21/2012 22:30:27","YES","Staff","","Office of Undergraduate Studies","Other","true","true","true","false","false","true","true","false","true","true","true","true","true","false","false","false","true","true","true","","false","In-class discussions","Student participation","Small discussions groups","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within a week","Immediately","Immediately","that it's an easy A even though it's a seminar style class participation is important as well as turning in assignments on time.",""
"1766642940","03/21/2012 16:10:59","03/21/2012 17:39:59","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","false","false","false","false","true","true","false","false","true","true","false","true","false","false","true","true","true","true","Good Lectures","true","Other","Readings other than textbook","In-class discussions","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within 2 days","Within 24 hours","Within 24 hours","A few students do not seem to understand they must do the readings in order to learn the material.","Survey just scratches the surface.  Could have gone into a lot more detail about what teachers believe makes them effective.  Also, should couple a survey of instructors to a survey of students in the class.  Would be extremely interesting to look for correlations, or contradictions, in views of students and instructors."
"1766460944","03/21/2012 16:04:40","03/21/2012 16:55:45","YES","Tenured Faculty","","School of Public Health","Other","true","true","true","false","false","false","true","true","false","true","true","true","true","true","false","true","false","true","true","Lectures","true","Learning Management System (Blackboard/ELMS/Moodle)","Other","Multiple Choice Exams","true","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within a week","Within 2 days","It's easy","Question 5 is more about tools than ingredients for learning I think"
"1766408851","03/21/2012 15:39:42","03/21/2012 15:42:32","YES","Graduate Student","","School of Public Health","Other","true","false","false","false","false","true","true","false","false","true","false","false","false","false","false","true","false","false","false","","false","In-class discussions","Power Point slides","Homework","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","",""
"1766407286","03/21/2012 15:39:09","03/21/2012 15:42:14","YES","Graduate Student","","School of Public Health","Other","true","false","true","false","false","true","true","true","true","true","true","false","false","false","false","true","false","false","false","","false","Small discussions groups","Individual projects","Homework","true","true","false","true","","","false","Within 24 hours","Within a week","Within 2 days","Within 2 days","Within 2 days","too hard",""
"1766333321","03/21/2012 14:58:39","03/21/2012 15:19:40","YES","Tenured Faculty","","School of Public Health","Other","true","true","true","false","false","true","true","true","false","false","false","true","false","false","false","true","true","false","true","","false","In-class discussions","Textbooks","Demonstrations","true","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","",""
"1766315378","03/21/2012 14:49:48","03/21/2012 14:55:54","YES","Tenured Faculty","","School of Public Health","Other","true","true","true","false","false","true","true","false","false","false","true","true","false","false","false","true","false","false","true","","true","In-class discussions","Study guides","Other","true","true","true","true","","","false","Immediately","Immediately","","Within a week","Immediately","That it is not necessary to do the readings","You did not include lectures as an option in question #4 so I had to put other.  You lost information, though, because you did not have a please specify' for those who answered other    I also think that you need to give a longer time frame for when students expect papers returned.  I would have said two weeks but you didn't have that option.    On question 7, option #3 should read be available to meet with them"
"1766302751","03/21/2012 14:42:51","03/21/2012 14:46:48","YES","Adjunct Faculty","","School of Public Health","Other","true","true","true","false","false","true","true","true","true","true","true","false","false","false","false","true","true","false","false","","false","In-class discussions","Papers","Textbooks","true","true","true","true","","","false","Immediately","Immediately","Immediately","Immediately","Never","","It was unclear what was meant by student expectations.  Does this mean what they expect based on CLASS INFORMATION, or just what they expect, in general.  For example, my syllabus says that emails will receive a response within 48 hours (24 during winter or summer term), but students oftern EXPECT to receive an email response IMMEDIATELY."
"1766279115","03/21/2012 13:08:04","03/21/2012 14:33:22","YES","Graduate Student","","College of Agriculture and Natural Resources","Other STEM College","true","true","false","false","false","true","true","true","false","true","false","false","false","false","false","true","false","false","false","","false","Small discussions groups","Student participation","In-class discussions","true","true","false","false","","","false","Within 24 hours","Within 24 hours","Within a week","Within 2 days","Never","That ANSC 101 is 'easy' and they won't have to study. Also, that they can turn in work late or do it incorrectly and still get credit.",""
"1766276654","03/21/2012 14:27:54","03/21/2012 14:35:24","YES","Non-tenured full-time teaching Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","","false","Small discussions groups","Homework","Readings other than textbook","false","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","That all the important concepts can be simply memorized. They aren't prepared to apply concepts (or maybe it's just that they are uncomfortable being asked to apply concepts in a graded situation).","I would like to have seen questions on what the instructor is actually using in class, as opposed to what the students expect them to use. Also questions on whether student expectations (and other external factors) cause instructors to deviate from what they believe is the best way to teach."
"1766275441","03/21/2012 14:28:03","03/21/2012 14:31:06","YES","Part-time Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","true","true","false","false","true","false","false","false","false","false","true","false","false","true","","false","Homework","Student participation","In-class discussions","true","true","true","true","","answer email in a timely manner","true","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","That they can succeed without doing the work.",""
"1766266752","03/21/2012 14:23:00","03/21/2012 14:26:39","YES","Part-time Faculty","","School of Public Health","Other","true","false","false","true","false","true","true","false","true","true","true","true","true","false","false","true","true","false","false","","false","In-class discussions","Student participation","Homework","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 24 hours","Within 24 hours","thinking",""
"1766133479","03/21/2012 13:01:35","03/21/2012 13:04:37","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","true","true","true","true","true","false","true","true","false","false","true","true","true","true","","false","Power Point slides","In-class discussions","Group Projects","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 24 hours","Never","the course is very easy and needs very less effort.",""
"1765686941","03/21/2012 01:46:12","03/21/2012 01:54:50","YES","Graduate Student","","College of Arts and Humanities","College of Arts and Humanities","true","true","true","false","false","true","true","true","false","false","true","true","false","false","true","true","false","false","true","","false","In-class discussions","Student participation","Textbooks","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within 2 days","Immediately","Never","Students expect more hand-holding than they receive. They expect study guides and multiple review sessions and exams that consist mostly of multiple choice, fill-in-the-blank or true/false questions. Students also seem to underestimate the amount of material they will have to learn for the course and seem surprised at how much work we expect them to do.","I would like to know more about what students expect their own responsibility for learning material and getting high grades should be."
"1765499040","03/20/2012 22:50:41","03/20/2012 22:54:39","YES","Tenure Track Faculty","","College of Education","Other","true","true","false","false","false","true","true","false","true","true","true","true","false","false","true","false","false","true","true","","false","Group Projects","Demonstrations","In-class discussions","false","true","true","true","","","false","Immediately","Within a week","Within a week","Within 2 days","Within 24 hours","It is an easy A because there are no multiple choice quizes and exams.",""
"1765405568","03/20/2012 21:43:32","03/20/2012 21:47:42","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","true","true","false","true","true","false","false","false","false","false","true","true","true","true","","false","Homework","Papers","In-class discussions","true","true","true","true","","Return graded work in a timely manner","true","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","That they can do poorly all semester and still pass the course if they pass the final exam.",""
"1765292558","03/20/2012 20:37:20","03/20/2012 20:39:17","YES","Graduate Student","","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","false","false","true","false","true","false","false","false","false","true","false","false","false","","false","Small discussions groups","Student participation","Group Projects","true","true","true","false","","","false","Within 24 hours","Within 2 days","Within a week","Within 24 hours","Never","They don't understand the discipline, having no experience of it before, and expect an easy and simple class","The above question is very vague"
"1764946854","03/20/2012 17:24:17","03/20/2012 17:32:44","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","false","false","true","false","false","false","false","false","true","true","true","false","false","true","","false","Student participation","Homework","In-class discussions","false","false","false","false","None of the above","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Immediately","That information is more important than skills and intellectual maturation.",""
"1764929848","03/20/2012 17:16:05","03/20/2012 17:19:20","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","true","true","false","false","true","false","false","true","false","false","true","false","false","true","","false","Homework","In-class discussions","Textbooks","true","true","false","true","","","false","Within 24 hours","Never","Within a week","Within 24 hours","Within 24 hours","",""
"1764892735","03/20/2012 16:55:23","03/20/2012 16:59:32","YES","Tenure Track Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","true","false","false","false","true","true","false","false","true","false","false","false","false","false","true","false","false","true","","false","Homework","In-class discussions","Textbooks","true","true","true","true","","","false","","","Within a week","","","","I cannot easily speculate about how soon my students expect me to do various things.  Also, there is an error in the fourth question in that section."
"1764874672","03/20/2012 16:45:32","03/20/2012 16:52:14","YES","Graduate Student","","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","true","true","true","true","true","true","false","false","true","true","true","true","false","","false","Power Point slides","In-class discussions","Essay-based Exams","true","true","true","true","","Provide PowerPoints online","true","Immediately","Immediately","Within a week","Within 2 days","Never","that Art History is easy","Teachers' expectations of students in contrast to what we think are the expectations of us by students"
"1764859643","03/20/2012 16:37:40","03/20/2012 16:43:06","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","","false","Textbooks","Homework","Student participation","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within 2 days","Within 2 days","Never","I think most students have unrealistic expectations about how much time should be spent on homework in the course. Even though test and quiz problems are often taken from homework, a very small percentage of the class completes the assignments on a regular basis.",""
"1764723915","03/20/2012 15:25:18","03/20/2012 15:35:28","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","true","true","false","true","false","true","false","false","false","false","true","true","false","true","false","","false","Power Point slides","Demonstrations","In-class discussions","true","false","true","false","","","false","Immediately","Within 24 hours","Within 2 days","Immediately","Never","They expect everything they need to learn are on the pp slides.",""
"1764715825","03/20/2012 15:21:23","03/20/2012 15:28:52","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","true","true","false","true","","false","Individual projects","Student participation","Homework","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","Not just in my course, but in math courses in general I believe undergrads think they can get everything they need to know from the lecture or by skimming the text, when to really learn the material most of the work will be done by really wrestling with the material in projects and homework in conjunction with those other tools.",""
"1764518389","03/20/2012 13:29:24","03/20/2012 13:33:16","YES","Graduate Student","","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","true","false","false","false","true","true","false","false","true","true","false","false","false","","false","In-class discussions","Student participation","Papers","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within a week","Never","",""
"1764504207","03/20/2012 13:20:08","03/20/2012 13:27:46","YES","Graduate Student","","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","true","false","false","false","true","true","false","false","true","true","false","false","false","","false","Power Point slides","Papers","In-class discussions","true","true","true","true","","","false","Immediately","Within a week","Within a week","Within 24 hours","Never","Many students are surprised/frustrated by the memorization required in art history and do not see how it can help them organize or better material from the course more broadly.",""
"1764501503","03/20/2012 13:18:35","03/20/2012 13:42:44","YES","Other (please specify)","Emeritus, teaching occasioinally. So part time is closest, but not exact I think.","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","false","false","false","true","true","false","true","true","false","true","false","false","false","true","false","false","true","electronically graded homework (Webassign)","true","Homework","Student participation","Other","true","true","true","false","","interact via e-mail","true","Within 24 hours","Within a week","Within 2 days","Within 2 days","Within 2 days","They probably conceive of it correctly","In 5, above list did not include all of the above list, namely chalkboard. That was my other.  In 7, post grades with in 2 days of what? The university says 72 hours from the final I think. Shouldn't that be an option?  In 6, this course  refers to which course?  In 7, I assume you do not mean to ask How soon do your students expect you to be available to meet with you. To meet with them, maybe?  In 7, for phone calls (which are infrequent) the response time would be likely to depend on the nature of the call."
"1764485865","03/20/2012 13:08:20","03/20/2012 13:13:03","YES","Graduate Student","","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","true","false","true","true","true","false","false","false","true","true","false","false","false","","false","In-class discussions","Essay-based Exams","Small discussions groups","true","true","true","true","","","false","Within 2 days","Within a week","Within a week","Within 2 days","Never","That course evaluation will be based solely around memorization, while in reality they have to combine their accumulated factual knowledge with analytical and critical thinking.","Distinguish between instructors of record and secondary instructors such as teaching assistants and the different expectations undergraduates may have of each."
"1764446586","03/20/2012 12:39:32","03/20/2012 12:44:26","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","false","","false","Power Point slides","Study guides","Small discussions groups","true","true","true","false","","","false","Within 24 hours","Within 24 hours","Within 24 hours","Within 24 hours","Within 24 hours","Students feel they should be able to memorize things. They are surprised at exam questions that require applications","Items that we do offer, rather than what the students expect."
"1764154629","03/20/2012 05:33:01","03/20/2012 05:37:54","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","true","true","false","false","true","true","false","false","true","false","false","true","false","false","true","false","false","true","","false","Homework","Textbooks","Student participation","true","true","true","false","","Give comprehensible lectures","true","Within 24 hours","Within 24 hours","Within 2 days","Within a week","Never","Some underestimate the amount of time they need to devote outside of class (e.g. studying).",""
"1764084119","03/20/2012 03:25:21","03/20/2012 03:29:19","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","","false","Homework","Student participation","In-class discussions","true","false","false","false","","","false","Within 24 hours","Never","Within a week","Within 2 days","Never","",""
